Date,Sales
2014-11-05,443.50800000000004
2014-11-06,563.326
2014-11-07,683.144
2014-11-08,481.16499999999996
2014-11-09,279.186
2014-11-10,657.0200000000001
2014-11-11,2071.424
2014-11-12,722.1852
2014-11-13,395.7246
2014-11-14,69.264
2014-11-15,10.11
2014-11-16,343.27049999999997
2014-11-17,5270.08
2014-11-18,2191.732
2014-11-19,1025.88
2014-11-20,1056.185
2014-11-21,1086.49
2014-11-22,1116.795
2014-11-23,1147.1
2014-11-24,1029.808
2014-11-25,2302.967
2014-11-26,19.3
2014-11-27,199.9
2014-11-28,808.932
2014-11-29,2043.8233333333333
2014-11-30,3278.7146666666667
2014-12-01,4513.606
2014-12-02,1282.8
2014-12-03,1093.398
2014-12-04,903.996
2014-12-05,714.594
2014-12-06,525.192
2014-12-07,624.216
2014-12-08,723.24
2014-12-09,530.796
2014-12-10,338.352
2014-12-11,2516.97625
2014-12-12,4695.6005000000005
2014-12-13,182.38799999999998
2014-12-14,322.834
2014-12-15,1223.786
2014-12-16,2798.4320000000002
2014-12-17,2472.2413333333334
2014-12-18,2146.0506666666665
2014-12-19,1819.86
2014-12-20,4039.814
2014-12-21,1897.92
2014-12-22,1008.01
2014-12-23,118.10000000000001
2014-12-24,346.622
2014-12-25,849.8899999999999
2014-12-26,1353.158
2014-12-27,1212.798
2014-12-28,677.985
2014-12-29,143.172
2014-12-30,523.764
2014-12-31,2584.5280000000002
2015-01-01,1518.489
2015-01-02,452.45
2015-01-03,1352.3976
2015-01-04,192.22
2015-01-05,61.584
2015-01-06,252.888
2015-01-07,444.192
2015-01-08,635.4960000000001
2015-01-09,826.8
2015-01-10,1018.104
2015-01-11,859.5526666666667
2015-01-12,701.0013333333334
2015-01-13,542.45
2015-01-14,470.5235
2015-01-15,398.59700000000004
2015-01-16,326.67050000000006
2015-01-17,254.744
2015-01-18,278.243
2015-01-19,301.742
2015-01-20,637.2625
2015-01-21,972.7829999999999
2015-01-22,1308.3035
2015-01-23,1643.8239999999998
2015-01-24,1979.3445
2015-01-25,2314.865
2015-01-26,2650.3855
2015-01-27,2985.906
2015-01-28,4297.644
2015-01-29,2262.5020000000004
2015-01-30,227.36
2015-01-31,53.34
2015-02-01,120.96066666666667
2015-02-02,188.58133333333333
2015-02-03,256.202
2015-02-04,688.3813333333333
2015-02-05,1120.5606666666667
2015-02-06,1552.74
2015-02-07,1116.728
2015-02-08,680.716
2015-02-09,244.70399999999998
2015-02-10,221.464
2015-02-11,198.224
2015-02-12,174.98399999999998
2015-02-13,151.744
2015-02-14,128.50400000000002
2015-02-15,105.26400000000001
2015-02-16,82.02400000000003
2015-02-17,58.78400000000002
2015-02-18,35.544
2015-02-19,86.47466666666666
2015-02-20,137.40533333333332
2015-02-21,188.336
2015-02-22,239.26666666666665
2015-02-23,290.19733333333335
2015-02-24,341.128
2015-02-25,392.0586666666667
2015-02-26,442.9893333333333
2015-02-27,493.92
2015-02-28,551.264
2015-03-01,1412.7504
2015-03-02,787.53
2015-03-03,698.773
2015-03-04,610.016
2015-03-05,521.259
2015-03-06,435.26
2015-03-07,1091.105
2015-03-08,1746.95
2015-03-09,1319.5345
2015-03-10,892.119
2015-03-11,464.7035000000001
2015-03-12,37.288
2015-03-13,1384.856
2015-03-14,994.934
2015-03-15,605.012
2015-03-16,215.09
2015-03-17,271.2152
2015-03-18,327.3404
2015-03-19,383.4656
2015-03-20,286.29706666666664
2015-03-21,189.1285333333333
2015-03-22,91.96
2015-03-23,107.772
2015-03-24,405.95799999999997
2015-03-25,1899.819
2015-03-26,3393.68
2015-03-27,2658.0666666666666
2015-03-28,1922.4533333333334
2015-03-29,1186.8400000000001
2015-03-30,366.744
2015-03-31,22.38
2015-04-01,43.885000000000005
2015-04-02,65.39
2015-04-03,86.89500000000001
2015-04-04,108.4
2015-04-05,1799.394
2015-04-06,1442.0235
2015-04-07,1084.653
2015-04-08,727.2825
2015-04-09,369.912
2015-04-10,245.89999999999998
2015-04-11,121.888
2015-04-12,966.6600000000001
2015-04-13,1811.432
2015-04-14,1823.5826666666667
2015-04-15,1835.7333333333331
2015-04-16,1847.8839999999998
2015-04-17,1000.3599999999999
2015-04-18,152.83599999999998
2015-04-19,374.10799999999995
2015-04-20,595.38
2015-04-21,401.84000000000003
2015-04-22,333.3945
2015-04-23,264.949
2015-04-24,196.5035
2015-04-25,128.058
2015-04-26,1592.8495
2015-04-27,1267.53
2015-04-28,937.7850000000001
2015-04-29,608.0400000000001
2015-04-30,278.295
2015-05-01,63.552
2015-05-02,786.7740000000001
2015-05-03,1509.996
2015-05-04,49.088
2015-05-05,114.06066666666666
2015-05-06,179.03333333333333
2015-05-07,244.006
2015-05-08,339.51599999999996
2015-05-09,290.3333333333333
2015-05-10,241.15066666666667
2015-05-11,191.968
2015-05-12,21.968
2015-05-13,737.3777499999999
2015-05-14,1452.7875
2015-05-15,1237.8455833333333
2015-05-16,1022.9036666666666
2015-05-17,807.9617499999999
2015-05-18,593.0198333333333
2015-05-19,378.0779166666666
2015-05-20,163.136
2015-05-21,133.86733333333333
2015-05-22,104.59866666666667
2015-05-23,75.33
2015-05-24,602.651
2015-05-25,14.73
2015-05-26,230.856
2015-05-27,273.44599999999997
2015-05-28,316.036
2015-05-29,358.626
2015-05-30,2207.683
2015-05-31,4056.7400000000002
2015-06-01,3051.375
2015-06-02,2046.0100000000002
2015-06-03,1040.645
2015-06-04,35.28
2015-06-05,1522.638
2015-06-06,1072.828
2015-06-07,623.018
2015-06-08,173.208
2015-06-09,355.36
2015-06-10,778.556
2015-06-11,1201.7520000000002
2015-06-12,43.296
2015-06-13,47.184
2015-06-14,51.072
2015-06-15,404.96000000000004
2015-06-16,197.372
2015-06-17,488.354
2015-06-18,779.336
2015-06-19,12.56
2015-06-20,257.64
2015-06-21,527.0325
2015-06-22,796.425
2015-06-23,27.42
2015-06-24,153.827
2015-06-25,280.234
2015-06-26,332.94
2015-06-27,718.8199999999999
2015-06-28,1104.7
2015-06-29,137.986
2015-06-30,408.78333333333336
2015-07-01,679.5806666666667
2015-07-02,950.378
2015-07-03,522.332
2015-07-04,266.094
2015-07-05,9.856
2015-07-06,642.092
2015-07-07,488.71466666666663
2015-07-08,335.33733333333333
2015-07-09,181.96
2015-07-10,519.214
2015-07-11,856.4680000000001
2015-07-12,391.367
2015-07-13,1931.04
2015-07-14,569.684
2015-07-15,1384.7599999999998
2015-07-16,2199.836
2015-07-17,427.38599999999997
2015-07-18,7.38
2015-07-19,652.877
2015-07-20,1298.374
2015-07-21,908.5226666666667
2015-07-22,518.6713333333333
2015-07-23,128.82
2015-07-24,20.94
2015-07-25,1625.048
2015-07-26,659.517
2015-07-27,534.9277500000001
2015-07-28,410.3385
2015-07-29,285.74924999999996
2015-07-30,161.16
2015-07-31,1090.782
2015-08-01,1004.976
2015-08-02,388.48
2015-08-03,263.9066666666667
2015-08-04,139.33333333333334
2015-08-05,14.76
2015-08-06,369.1992
2015-08-07,212.94
2015-08-08,144.784
2015-08-09,1755.876
2015-08-10,901.014
2015-08-11,46.152
2015-08-12,38.856
2015-08-13,31.56
2015-08-14,67.895
2015-08-15,104.23
2015-08-16,555.822
2015-08-17,795.6271999999999
2015-08-18,1035.4324
2015-08-19,1275.2376
2015-08-20,1515.0427999999997
2015-08-21,1754.848
2015-08-22,1575.9183333333333
2015-08-23,1396.9886666666666
2015-08-24,1218.059
2015-08-25,68.768
2015-08-26,184.281
2015-08-27,299.794
2015-08-28,415.307
2015-08-29,794.4816666666666
2015-08-30,1173.6563333333334
2015-08-31,1552.831
2015-09-01,185.1
2015-09-02,276.41
2015-09-03,367.72
2015-09-04,573.1855
2015-09-05,778.651
2015-09-06,549.564
2015-09-07,556.106
2015-09-08,21.36
2015-09-09,334.943
2015-09-10,648.526
2015-09-11,244.24
2015-09-12,1581.0310000000002
2015-09-13,2917.822
2015-09-14,1082.886
2015-09-15,1976.884
2015-09-16,5991.5289999999995
2015-09-17,10006.173999999999
2015-09-18,24.4
2015-09-19,122.80000000000001
2015-09-20,1620.9319999999998
2015-09-21,3119.064
2015-09-22,252.57999999999998
2015-09-23,1096.545
2015-09-24,1940.51
2015-09-25,1454.3480000000002
2015-09-26,739.3180000000001
2015-09-27,24.288
2015-09-28,21.6368
2015-09-29,18.985599999999998
2015-09-30,16.3344
2015-10-01,13.6832
2015-10-02,11.032
2015-10-03,156.156
2015-10-04,457.884
2015-10-05,357.462
2015-10-06,311.2013333333333
2015-10-07,264.9406666666667
2015-10-08,218.68
2015-10-09,389.97
2015-10-10,362.136
2015-10-11,957.5775
2015-10-12,1735.158
2015-10-13,287.94
2015-10-14,1444.943
2015-10-15,2601.946
2015-10-16,1738.0006666666668
2015-10-17,874.0553333333335
2015-10-18,10.11
2015-10-19,232.83300000000003
2015-10-20,455.55600000000004
2015-10-21,728.7386666666666
2015-10-22,1001.9213333333332
2015-10-23,1275.1039999999998
2015-10-24,801.633
2015-10-25,1126.612
2015-10-26,770.1446666666668
2015-10-27,413.6773333333334
2015-10-28,57.21
2015-10-29,36.349000000000004
2015-10-30,15.488
2015-10-31,748.969
2015-11-01,1094.388
2015-11-02,4379.385
2015-11-03,1491.4199999999998
2015-11-04,849.2099999999999
2015-11-05,207.0
2015-11-06,588.94
2015-11-07,970.8800000000001
2015-11-08,5252.4259999999995
2015-11-09,1024.38
2015-11-10,29.22
2015-11-11,349.6379999999999
2015-11-12,670.0559999999999
2015-11-13,1781.1372000000001
2015-11-14,1190.332
2015-11-15,39.96
2015-11-16,1784.164
2015-11-17,1667.028
2015-11-18,904.494
2015-11-19,141.96
2015-11-20,1656.7
2015-11-21,2055.7748
2015-11-22,206.962
2015-11-23,143.361
2015-11-24,79.76
2015-11-25,386.116
2015-11-26,692.472
2015-11-27,1315.3955
2015-11-28,625.962
2015-11-29,1408.8700000000001
2015-11-30,1115.2
2015-12-01,6600.68
2015-12-02,3520.5455
2015-12-03,440.411
2015-12-04,1200.268
2015-12-05,306.53
2015-12-06,390.718
2015-12-07,363.84000000000003
2015-12-08,754.8466666666667
2015-12-09,1145.8533333333335
2015-12-10,1536.8600000000001
2015-12-11,541.862
2015-12-12,515.428
2015-12-13,419.808
2015-12-14,324.188
2015-12-15,262.864
2015-12-16,754.2529999999999
2015-12-17,1245.6419999999998
2015-12-18,20.32
2015-12-19,1053.164
2015-12-20,373.426
2015-12-21,1670.126
2015-12-22,422.625
2015-12-23,993.3095
2015-12-24,1563.994
2015-12-25,1433.5639999999999
2015-12-26,326.646
2015-12-27,2477.9031999999997
2015-12-28,1862.1173999999999
2015-12-29,1246.3316
2015-12-30,630.5458000000001
2015-12-31,14.76
2016-01-01,94.35000000000001
2016-01-02,173.94
2016-01-03,1592.85
2016-01-04,1200.4065
2016-01-05,807.963
2016-01-06,415.5194999999999
2016-01-07,23.076
2016-01-08,1565.88
2016-01-09,15.168
2016-01-10,104.77000000000001
2016-01-11,54.992
2016-01-12,141.92
2016-01-13,228.84799999999998
2016-01-14,315.776
2016-01-15,181.797
2016-01-16,252.19349999999997
2016-01-17,322.59
2016-01-18,533.7065
2016-01-19,744.8230000000001
2016-01-20,955.9395
2016-01-21,1167.056
2016-01-22,575.308
2016-01-23,59.99
2016-01-24,209.846
2016-01-25,359.702
2016-01-26,509.7312
2016-01-27,659.7604
2016-01-28,809.7896000000001
2016-01-29,959.8188
2016-01-30,1109.848
2016-01-31,770.7233333333334
2016-02-01,431.59866666666665
2016-02-02,92.474
2016-02-03,866.4
2016-02-04,14.368
2016-02-05,816.548
2016-02-06,132.224
2016-02-07,186.862
2016-02-08,241.5
2016-02-09,294.7485
2016-02-10,347.997
2016-02-11,401.2455
2016-02-12,454.494
2016-02-13,507.7425
2016-02-14,560.991
2016-02-15,748.3175
2016-02-16,935.644
2016-02-17,638.5826666666667
2016-02-18,341.52133333333336
2016-02-19,44.46
2016-02-20,124.60499999999999
2016-02-21,204.75
2016-02-22,173.32366666666667
2016-02-23,141.89733333333334
2016-02-24,110.471
2016-02-25,79.04466666666667
2016-02-26,47.61833333333334
2016-02-27,16.192
2016-02-28,289.65866666666665
2016-02-29,563.1253333333333
2016-03-01,836.592
2016-03-02,1036.599
2016-03-03,1236.606
2016-03-04,926.0773333333334
2016-03-05,615.5486666666667
2016-03-06,305.02
2016-03-07,260.49
2016-03-08,215.95999999999998
2016-03-09,354.9
2016-03-10,176.784
2016-03-11,351.262
2016-03-12,770.352
2016-03-13,1100.4250000000002
2016-03-14,476.736
2016-03-15,1880.462
2016-03-16,1425.981
2016-03-17,971.5
2016-03-18,189.882
2016-03-19,107.594
2016-03-20,783.61
2016-03-21,627.8019999999999
2016-03-22,167.888
2016-03-23,234.67900000000003
2016-03-24,301.47
2016-03-25,221.03333333333336
2016-03-26,140.59666666666666
2016-03-27,60.16
2016-03-28,809.1254999999999
2016-03-29,1558.091
2016-03-30,943.0435
2016-03-31,327.996
2016-04-01,1324.532
2016-04-02,1454.9
2016-04-03,71.12
2016-04-04,82.64
2016-04-05,274.67533333333336
2016-04-06,466.71066666666667
2016-04-07,658.746
2016-04-08,1024.2079999999999
2016-04-09,556.665
2016-04-10,763.2966666666667
2016-04-11,969.9283333333335
2016-04-12,1176.5600000000002
2016-04-13,1246.948
2016-04-14,1317.336
2016-04-15,1121.568
2016-04-16,9.96
2016-04-17,355.24300000000005
2016-04-18,472.252
2016-04-19,205.176
2016-04-20,608.2406666666667
2016-04-21,1011.3053333333335
2016-04-22,1414.3700000000001
2016-04-23,1370.065
2016-04-24,1325.76
2016-04-25,880.203
2016-04-26,434.646
2016-04-27,253.279
2016-04-28,71.912
2016-04-29,103.20400000000001
2016-04-30,134.496
2016-05-01,370.62
2016-05-02,781.0600000000001
2016-05-03,51.968
2016-05-04,1062.216
2016-05-05,2072.464
2016-05-06,96.31200000000001
2016-05-07,506.444
2016-05-08,211.96
2016-05-09,161.47500000000002
2016-05-10,110.99000000000001
2016-05-11,60.505000000000024
2016-05-12,10.02
2016-05-13,59.798
2016-05-14,109.576
2016-05-15,196.20799999999997
2016-05-16,282.84
2016-05-17,195.848
2016-05-18,456.74399999999997
2016-05-19,717.64
2016-05-20,1049.2
2016-05-21,611.743
2016-05-22,174.286
2016-05-23,37.05
2016-05-24,31.005
2016-05-25,24.96
2016-05-26,941.4440000000001
2016-05-27,3535.6600000000003
2016-05-28,390.272
2016-05-29,44.76
2016-05-30,3292.308
2016-05-31,223.143
2016-06-01,172.458
2016-06-02,121.773
2016-06-03,71.088
2016-06-04,810.5409999999999
2016-06-05,679.7505
2016-06-06,548.96
2016-06-07,637.7373333333334
2016-06-08,726.5146666666667
2016-06-09,815.292
2016-06-10,1335.68
2016-06-11,915.256
2016-06-12,433.396
2016-06-13,1893.5625
2016-06-14,3353.7290000000003
2016-06-15,2797.6293333333333
2016-06-16,2241.529666666667
2016-06-17,1685.43
2016-06-18,1196.7060000000001
2016-06-19,707.9820000000001
2016-06-20,219.258
2016-06-21,353.568
2016-06-22,400.17999999999995
2016-06-23,446.792
2016-06-24,493.404
2016-06-25,540.016
2016-06-26,59.88
2016-06-27,539.658
2016-06-28,121.96
2016-06-29,694.41
2016-06-30,1266.86
2016-07-01,995.2369999999999
2016-07-02,723.6139999999999
2016-07-03,1026.7895
2016-07-04,1329.9650000000001
2016-07-05,1159.0693333333334
2016-07-06,988.1736666666668
2016-07-07,817.278
2016-07-08,662.88
2016-07-09,573.286
2016-07-10,590.9659999999999
2016-07-11,608.646
2016-07-12,626.3259999999999
2016-07-13,644.006
2016-07-14,661.6859999999999
2016-07-15,230.28
2016-07-16,9.552
2016-07-17,37.17
2016-07-18,1539.17
2016-07-19,690.48
2016-07-20,527.2
2016-07-21,363.92
2016-07-22,39.068
2016-07-23,146.416
2016-07-24,253.764
2016-07-25,3495.4680000000003
2016-07-26,2498.6020000000003
2016-07-27,1501.736
2016-07-28,504.87
2016-07-29,715.2693333333333
2016-07-30,925.6686666666667
2016-07-31,1136.068
2016-08-01,19.312
2016-08-02,136.464
2016-08-03,123.132
2016-08-04,109.8
2016-08-05,210.606
2016-08-06,311.412
2016-08-07,412.218
2016-08-08,513.024
2016-08-09,614.069125
2016-08-10,715.1142500000001
2016-08-11,816.1593750000001
2016-08-12,917.2045
2016-08-13,241.96
2016-08-14,389.64300000000003
2016-08-15,537.326
2016-08-16,161.28
2016-08-17,88.088
2016-08-18,14.896
2016-08-19,1435.1046666666666
2016-08-20,2855.3133333333335
2016-08-21,4275.522
2016-08-22,98.328
2016-08-23,555.3119999999999
2016-08-24,1457.6186666666667
2016-08-25,2359.9253333333336
2016-08-26,3262.232
2016-08-27,244.615
2016-08-28,156.3728
2016-08-29,405.79999999999995
2016-08-30,833.784
2016-08-31,512.802
2016-09-01,191.82
2016-09-02,1476.154
2016-09-03,642.396
2016-09-04,130.81
2016-09-05,3461.917
2016-09-06,722.352
2016-09-07,2048.6668
2016-09-08,3374.9816
2016-09-09,15.008
2016-09-10,300.93
2016-09-11,990.4009999999998
2016-09-12,1679.8719999999998
2016-09-13,1336.44
2016-09-14,1232.415
2016-09-15,1128.39
2016-09-16,395.446
2016-09-17,430.00800000000004
2016-09-18,3218.7400000000002
2016-09-19,1599.324
2016-09-20,279.36
2016-09-21,190.01600000000002
2016-09-22,100.672
2016-09-23,1114.426
2016-09-24,931.202
2016-09-25,1624.567
2016-09-26,1627.4805
2016-09-27,956.6648
2016-09-28,812.4165333333333
2016-09-29,668.1682666666666
2016-09-30,523.92
2016-10-01,567.2860000000001
2016-10-02,1059.897
2016-10-03,1552.508
2016-10-04,250.94000000000003
2016-10-05,201.13300000000004
2016-10-06,151.32600000000002
2016-10-07,101.51900000000003
2016-10-08,51.712
2016-10-09,502.4
2016-10-10,225.666
2016-10-11,489.6806666666667
2016-10-12,753.6953333333333
2016-10-13,1017.71
2016-10-14,102.592
2016-10-15,122.387
2016-10-16,142.182
2016-10-17,241.64600000000002
2016-10-18,307.92
2016-10-19,406.42100000000005
2016-10-20,504.922
2016-10-21,2012.7600000000002
2016-10-22,173.26
2016-10-23,16.156
2016-10-24,201.82300000000004
2016-10-25,387.49000000000007
2016-10-26,573.157
2016-10-27,758.8240000000001
2016-10-28,1111.368
2016-10-29,67.0
2016-10-30,1166.3625000000002
2016-10-31,2265.7250000000004
2016-11-01,2028.7430000000002
2016-11-02,1791.7610000000002
2016-11-03,1554.779
2016-11-04,2007.59
2016-11-05,2964.4408
2016-11-06,563.5360000000001
2016-11-07,1662.416
2016-11-08,993.9000000000001
2016-11-09,999.4440000000001
2016-11-10,1004.988
2016-11-11,3472.65
2016-11-12,4158.352
2016-11-13,54.08
2016-11-14,856.56
2016-11-15,630.024
2016-11-16,605.7053333333333
2016-11-17,581.3866666666667
2016-11-18,557.068
2016-11-19,34.288000000000004
2016-11-20,702.0360000000001
2016-11-21,514.21
2016-11-22,39.88
2016-11-23,84.81599999999999
2016-11-24,2324.632
2016-11-25,1762.962
2016-11-26,4315.22
2016-11-27,362.583
2016-11-28,530.472
2016-11-29,242.176
2016-11-30,389.97
2016-12-01,1801.2649999999999
2016-12-02,868.8040000000001
2016-12-03,2140.888
2016-12-04,113.79
2016-12-05,2239.0
2016-12-06,2392.1513333333332
2016-12-07,2545.302666666667
2016-12-08,2698.454
2016-12-09,1136.8339999999998
2016-12-10,1746.468
2016-12-11,2461.7960000000003
2016-12-12,477.47
2016-12-13,1114.272
2016-12-14,611.724
2016-12-15,2231.895
2016-12-16,563.92
2016-12-17,2003.52
2016-12-18,1183.99
2016-12-19,759.8900000000001
2016-12-20,18.92
2016-12-21,469.1120000000001
2016-12-22,919.3040000000001
2016-12-23,1002.84
2016-12-24,843.52
2016-12-25,6636.862999999999
2016-12-26,1262.004
2016-12-27,845.488
2016-12-28,835.249
2016-12-29,825.01
2016-12-30,170.786
2016-12-31,573.1379999999999
2017-01-01,975.49
2017-01-02,913.43
2017-01-03,910.0216666666666
2017-01-04,906.6133333333333
2017-01-05,903.2049999999999
2017-01-06,899.7966666666666
2017-01-07,896.3883333333333
2017-01-08,892.98
2017-01-09,679.155
2017-01-10,465.33
2017-01-11,251.505
2017-01-12,37.68
2017-01-13,212.94
